country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Latvia,LV,LVA,1919968,05/10/2020,28,,Country_Website
Luxembourg,LU,LUX,613894,05/10/2020,22,1,Country_Website
Netherlands,NL,NLD,17282163,05/10/2020,,217,Other Website
Norway,NO,NOR,5328212,05/10/2020,25,,Country_API
Poland,PL,POL,37972812,05/10/2020,3158,,Country_Website
Portugal,PT,PRT,10276617,05/10/2020,701,106,Country_Website
Romania,RO,ROU,19414458,05/10/2020,,592,Country_Website
Slovakia,SK,SVK,5450421,05/10/2020,279,,JRC
Slovenia,SI,SVN,2080908,05/10/2020,107,21,Country_Github
United Kingdom,UK,GBR,66647112,05/10/2020,3217,,Country_Website
Austria,AT,AUT,8858775,04/10/2020,476,103,Country_Website
Belgium,BE,BEL,11455519,04/10/2020,866,186,Country_Website
Bulgaria,BG,BGR,7000039,04/10/2020,912,54,External_Github
Croatia,HR,HRV,4076246,04/10/2020,296,,Country_Website
Czechia,CZ,CZE,10649800,04/10/2020,1242,265,Country_Website
Denmark,DK,DNK,5806081,04/10/2020,105,18,Country_Website
Estonia,EE,EST,1324820,04/10/2020,41,4,Country_API
France,FR,FRA,67012883,04/10/2020,6964,1335,Country_Website
Hungary,HU,HUN,9772756,04/10/2020,685,42,JRC
Ireland,IE,IRL,4904240,04/10/2020,134,21,Country_Website
Italy,IT,ITA,60359546,04/10/2020,3590,303,Country_Github
Latvia,LV,LVA,1919968,04/10/2020,26,,Country_Website
Luxembourg,LU,LUX,613894,04/10/2020,21,2,Country_Website
Netherlands,NL,NLD,17282163,04/10/2020,,202,Other Website
Poland,PL,POL,37972812,04/10/2020,2977,,Country_Website
Portugal,PT,PRT,10276617,04/10/2020,682,105,Country_Website
Romania,RO,ROU,19414458,04/10/2020,,598,Country_Website
Slovakia,SK,SVK,5450421,04/10/2020,275,,JRC
Slovenia,SI,SVN,2080908,04/10/2020,101,16,Country_Github
United Kingdom,UK,GBR,66647112,04/10/2020,2913,,Country_Website
Austria,AT,AUT,8858775,03/10/2020,494,97,Country_Website
Belgium,BE,BEL,11455519,03/10/2020,819,185,Country_Website
Bulgaria,BG,BGR,7000039,03/10/2020,887,50,External_Github
Croatia,HR,HRV,4076246,03/10/2020,289,,Country_Website
Czechia,CZ,CZE,10649800,03/10/2020,1182,274,Country_Website
Denmark,DK,DNK,5806081,03/10/2020,105,17,Country_Website
Estonia,EE,EST,1324820,03/10/2020,41,4,Country_API
France,FR,FRA,67012883,03/10/2020,6740,1289,Country_Website
Hungary,HU,HUN,9772756,03/10/2020,704,43,JRC
Ireland,IE,IRL,4904240,03/10/2020,120,20,Country_Website
Italy,IT,ITA,60359546,03/10/2020,3502,297,Country_Github
Latvia,LV,LVA,1919968,03/10/2020,24,,Country_Website
Luxembourg,LU,LUX,613894,03/10/2020,21,2,Country_Website
Netherlands,NL,NLD,17282163,03/10/2020,,189,Other Website
Poland,PL,POL,37972812,03/10/2020,2850,,Country_Website
Portugal,PT,PRT,10276617,03/10/2020,668,106,Country_Website
Romania,RO,ROU,19414458,03/10/2020,,583,Country_Website
Slovakia,SK,SVK,5450421,03/10/2020,275,,JRC
Slovenia,SI,SVN,2080908,03/10/2020,94,15,Country_Github
United Kingdom,UK,GBR,66647112,03/10/2020,2734,,Country_Website
Austria,AT,AUT,8858775,02/10/2020,472,100,Country_Website
Belgium,BE,BEL,11455519,02/10/2020,789,163,Country_Website
Bulgaria,BG,BGR,7000039,02/10/2020,857,47,External_Github
Croatia,HR,HRV,4076246,02/10/2020,286,,Country_Website
Czechia,CZ,CZE,10649800,02/10/2020,1198,245,Country_Website
Denmark,DK,DNK,5806081,02/10/2020,106,13,Country_Website
Estonia,EE,EST,1324820,02/10/2020,37,2,Country_API
Finland,FI,FIN,5517919,02/10/2020,21,4,External_Github
France,FR,FRA,67012883,02/10/2020,6740,1270,Country_Website
Hungary,HU,HUN,9772756,02/10/2020,740,47,JRC
Ireland,IE,IRL,4904240,02/10/2020,117,21,Country_Website
Italy,IT,ITA,60359546,02/10/2020,3436,294,Country_Github
Latvia,LV,LVA,1919968,02/10/2020,22,,Country_Website
Luxembourg,LU,LUX,613894,02/10/2020,20,4,Country_Website
Netherlands,NL,NLD,17282163,02/10/2020,,181,Other Website
Norway,NO,NOR,5328212,02/10/2020,27,,Country_API
Poland,PL,POL,37972812,02/10/2020,2702,,Country_Website
Portugal,PT,PRT,10276617,02/10/2020,682,107,Country_Website
Romania,RO,ROU,19414458,02/10/2020,,571,Country_Website
Slovakia,SK,SVK,5450421,02/10/2020,251,,JRC
Slovenia,SI,SVN,2080908,02/10/2020,86,15,Country_Github
United Kingdom,UK,GBR,66647112,02/10/2020,2593,,Country_Website
Austria,AT,AUT,8858775,01/10/2020,493,98,Country_Website
Belgium,BE,BEL,11455519,01/10/2020,771,156,Country_Website
Bulgaria,BG,BGR,7000039,01/10/2020,837,44,External_Github
Croatia,HR,HRV,4076246,01/10/2020,297,,Country_Website
Czechia,CZ,CZE,10649800,01/10/2020,1134,221,Country_Website
Denmark,DK,DNK,5806081,01/10/2020,109,15,Country_Website
Estonia,EE,EST,1324820,01/10/2020,37,2,Country_API
France,FR,FRA,67012883,01/10/2020,6634,1259,Country_Website
Hungary,HU,HUN,9772756,01/10/2020,757,52,JRC
Ireland,IE,IRL,4904240,01/10/2020,122,20,Country_Website
Italy,IT,ITA,60359546,01/10/2020,3388,291,Country_Github
Latvia,LV,LVA,1919968,01/10/2020,21,,Country_Website
Luxembourg,LU,LUX,613894,01/10/2020,20,3,Country_Website
Netherlands,NL,NLD,17282163,01/10/2020,,181,Other Website
Norway,NO,NOR,5328212,01/10/2020,25,,Country_API
Poland,PL,POL,37972812,01/10/2020,2560,,Country_Website
Portugal,PT,PRT,10276617,01/10/2020,682,107,Country_Website
Romania,RO,ROU,19414458,01/10/2020,,557,Country_Website
Slovakia,SK,SVK,5450421,01/10/2020,254,,JRC
Slovenia,SI,SVN,2080908,01/10/2020,86,15,Country_Github
United Kingdom,UK,GBR,66647112,01/10/2020,2481,,Country_Website
Austria,AT,AUT,8858775,30/09/2020,496,90,Country_Website
Belgium,BE,BEL,11455519,30/09/2020,739,157,Country_Website
Bulgaria,BG,BGR,7000039,30/09/2020,814,44,External_Github
Croatia,HR,HRV,4076246,30/09/2020,288,,Country_Website
Czechia,CZ,CZE,10649800,30/09/2020,1028,198,Country_Website
Denmark,DK,DNK,5806081,30/09/2020,102,15,Country_Website
Estonia,EE,EST,1324820,30/09/2020,37,2,Country_API
Finland,FI,FIN,5517919,30/09/2020,19,4,External_Github
France,FR,FRA,67012883,30/09/2020,6572,1232,Country_Website
Hungary,HU,HUN,9772756,30/09/2020,773,54,JRC
Ireland,IE,IRL,4904240,30/09/2020,122,22,Country_Website
Italy,IT,ITA,60359546,30/09/2020,3327,280,Country_Github
Latvia,LV,LVA,1919968,30/09/2020,19,,Country_Website
Luxembourg,LU,LUX,613894,30/09/2020,30,5,Country_Website
Netherlands,NL,NLD,17282163,30/09/2020,,175,Other Website
Norway,NO,NOR,5328212,30/09/2020,28,,Country_API
Poland,PL,POL,37972812,30/09/2020,2481,,Country_Website
Portugal,PT,PRT,10276617,30/09/2020,666,105,Country_Website
Romania,RO,ROU,19414458,30/09/2020,,550,Country_Website
Slovakia,SK,SVK,5450421,30/09/2020,254,,JRC
Slovenia,SI,SVN,2080908,30/09/2020,86,16,Country_Github
United Kingdom,UK,GBR,66647112,30/09/2020,2420,,Country_Website
Austria,AT,AUT,8858775,29/09/2020,491,90,Country_Website
Belgium,BE,BEL,11455519,29/09/2020,716,150,Country_Website
Bulgaria,BG,BGR,7000039,29/09/2020,780,42,External_Github
Croatia,HR,HRV,4076246,29/09/2020,274,,Country_Website
Czechia,CZ,CZE,10649800,29/09/2020,976,202,Country_Website
Denmark,DK,DNK,5806081,29/09/2020,107,15,Country_Website
Estonia,EE,EST,1324820,29/09/2020,35,2,Country_API
France,FR,FRA,67012883,29/09/2020,6482,1198,Country_Website
Hungary,HU,HUN,9772756,29/09/2020,755,51,JRC
Ireland,IE,IRL,4904240,29/09/2020,117,18,Country_Website
Italy,IT,ITA,60359546,29/09/2020,3319,271,Country_Github
Latvia,LV,LVA,1919968,29/09/2020,16,,Country_Website
Luxembourg,LU,LUX,613894,29/09/2020,30,5,Country_Website
Netherlands,NL,NLD,17282163,29/09/2020,,171,Other Website
Norway,NO,NOR,5328212,29/09/2020,24,,Country_API
Poland,PL,POL,37972812,29/09/2020,2399,,Country_Website
Portugal,PT,PRT,10276617,29/09/2020,661,99,Country_Website
Romania,RO,ROU,19414458,29/09/2020,,551,Country_Website
Slovakia,SK,SVK,5450421,29/09/2020,222,,JRC
Slovenia,SI,SVN,2080908,29/09/2020,84,16,Country_Github
United Kingdom,UK,GBR,66647112,29/09/2020,2316,,Country_Website
Austria,AT,AUT,8858775,28/09/2020,469,88,Country_Website
Belgium,BE,BEL,11455519,28/09/2020,708,140,Country_Website
Bulgaria,BG,BGR,7000039,28/09/2020,794,41,External_Github
Croatia,HR,HRV,4076246,28/09/2020,291,,Country_Website
Czechia,CZ,CZE,10649800,28/09/2020,825,187,Country_Website
Denmark,DK,DNK,5806081,28/09/2020,110,17,Country_Website
Estonia,EE,EST,1324820,28/09/2020,36,2,Country_API
Finland,FI,FIN,5517919,28/09/2020,22,4,External_Github
France,FR,FRA,67012883,28/09/2020,6397,1158,Country_Website
Hungary,HU,HUN,9772756,28/09/2020,693,44,JRC
Ireland,IE,IRL,4904240,28/09/2020,111,17,Country_Website
Italy,IT,ITA,60359546,28/09/2020,3241,264,Country_Github
Latvia,LV,LVA,1919968,28/09/2020,11,,Country_Website
Luxembourg,LU,LUX,613894,28/09/2020,34,4,Country_Website
Netherlands,NL,NLD,17282163,28/09/2020,,163,Other Website
Norway,NO,NOR,5328212,28/09/2020,21,,Country_API
Poland,PL,POL,37972812,28/09/2020,2305,,Country_Website
Portugal,PT,PRT,10276617,28/09/2020,659,98,Country_Website
Romania,RO,ROU,19414458,28/09/2020,,557,Country_Website
Slovakia,SK,SVK,5450421,28/09/2020,197,,JRC
Slovenia,SI,SVN,2080908,28/09/2020,79,16,Country_Github
United Kingdom,UK,GBR,66647112,28/09/2020,2298,,Country_Website
Austria,AT,AUT,8858775,27/09/2020,446,84,Country_Website
Belgium,BE,BEL,11455519,27/09/2020,654,135,Country_Website
Bulgaria,BG,BGR,7000039,27/09/2020,791,36,External_Github
Croatia,HR,HRV,4076246,27/09/2020,280,,Country_Website
Czechia,CZ,CZE,10649800,27/09/2020,820,187,Country_Website
Denmark,DK,DNK,5806081,27/09/2020,95,17,Country_Website
Estonia,EE,EST,1324820,27/09/2020,32,1,Country_API
France,FR,FRA,67012883,27/09/2020,6235,1112,Country_Website
Hungary,HU,HUN,9772756,27/09/2020,620,38,JRC
Ireland,IE,IRL,4904240,27/09/2020,108,17,Country_Website
Italy,IT,ITA,60359546,27/09/2020,3100,254,Country_Github
Latvia,LV,LVA,1919968,27/09/2020,7,,Country_Website
Luxembourg,LU,LUX,613894,27/09/2020,36,3,Country_Website
Netherlands,NL,NLD,17282163,27/09/2020,,155,Other Website
Poland,PL,POL,37972812,27/09/2020,2223,,Country_Website
Portugal,PT,PRT,10276617,27/09/2020,635,89,Country_Website
Romania,RO,ROU,19414458,27/09/2020,,535,Country_Website
Slovakia,SK,SVK,5450421,27/09/2020,199,,JRC
Slovenia,SI,SVN,2080908,27/09/2020,80,17,Country_Github
United Kingdom,UK,GBR,66647112,27/09/2020,2088,,Country_Website
Austria,AT,AUT,8858775,26/09/2020,423,80,Country_Website
Belgium,BE,BEL,11455519,26/09/2020,626,120,Country_Website
Bulgaria,BG,BGR,7000039,26/09/2020,782,36,External_Github
Croatia,HR,HRV,4076246,26/09/2020,271,,Country_Website
Czechia,CZ,CZE,10649800,26/09/2020,802,181,Country_Website
Denmark,DK,DNK,5806081,26/09/2020,97,17,Country_Website
Estonia,EE,EST,1324820,26/09/2020,30,1,Country_API
France,FR,FRA,67012883,26/09/2020,6154,1105,Country_Website
Hungary,HU,HUN,9772756,26/09/2020,589,36,JRC
Ireland,IE,IRL,4904240,26/09/2020,102,18,Country_Website
Italy,IT,ITA,60359546,26/09/2020,2993,247,Country_Github
Latvia,LV,LVA,1919968,26/09/2020,5,,Country_Website
Luxembourg,LU,LUX,613894,26/09/2020,30,3,Country_Website
Netherlands,NL,NLD,17282163,26/09/2020,,143,Other Website
Poland,PL,POL,37972812,26/09/2020,2134,,Country_Website
Portugal,PT,PRT,10276617,26/09/2020,615,85,Country_Website
Romania,RO,ROU,19414458,26/09/2020,,512,Country_Website
Slovakia,SK,SVK,5450421,26/09/2020,185,,JRC
Slovenia,SI,SVN,2080908,26/09/2020,72,17,Country_Github
United Kingdom,UK,GBR,66647112,26/09/2020,1940,,Country_Website
Austria,AT,AUT,8858775,25/09/2020,411,78,Country_Website
Belgium,BE,BEL,11455519,25/09/2020,620,109,Country_Website
Bulgaria,BG,BGR,7000039,25/09/2020,744,30,External_Github
Croatia,HR,HRV,4076246,25/09/2020,273,,Country_Website
Czechia,CZ,CZE,10649800,25/09/2020,809,168,Country_Website
Denmark,DK,DNK,5806081,25/09/2020,101,16,Country_Website
Estonia,EE,EST,1324820,25/09/2020,30,1,Country_API
Finland,FI,FIN,5517919,25/09/2020,21,2,External_Github
France,FR,FRA,67012883,25/09/2020,6110,1092,Country_Website
Hungary,HU,HUN,9772756,25/09/2020,577,30,JRC
Ireland,IE,IRL,4904240,25/09/2020,100,17,Country_Website
Italy,IT,ITA,60359546,25/09/2020,2981,244,Country_Github
Latvia,LV,LVA,1919968,25/09/2020,9,,Country_Website
Luxembourg,LU,LUX,613894,25/09/2020,25,1,Country_Website
Netherlands,NL,NLD,17282163,25/09/2020,,139,Other Website
Norway,NO,NOR,5328212,25/09/2020,19,,Country_API
Poland,PL,POL,37972812,25/09/2020,1995,,Country_Website
Portugal,PT,PRT,10276617,25/09/2020,624,86,Country_Website
Romania,RO,ROU,19414458,25/09/2020,,508,Country_Website
Slovakia,SK,SVK,5450421,25/09/2020,160,,JRC
Slovenia,SI,SVN,2080908,25/09/2020,60,15,Country_Github
United Kingdom,UK,GBR,66647112,25/09/2020,1923,,Country_Website
Austria,AT,AUT,8858775,24/09/2020,422,78,Country_Website
Belgium,BE,BEL,11455519,24/09/2020,602,104,Country_Website
Bulgaria,BG,BGR,7000039,24/09/2020,726,29,External_Github
Croatia,HR,HRV,4076246,24/09/2020,266,,Country_Website
Czechia,CZ,CZE,10649800,24/09/2020,740,151,Country_Website
Denmark,DK,DNK,5806081,24/09/2020,95,14,Country_Website
Estonia,EE,EST,1324820,24/09/2020,30,2,Country_API
France,FR,FRA,67012883,24/09/2020,6012,1041,Country_Website
Hungary,HU,HUN,9772756,24/09/2020,549,32,JRC
Ireland,IE,IRL,4904240,24/09/2020,94,16,Country_Website
Italy,IT,ITA,60359546,24/09/2020,2977,246,Country_Github
Latvia,LV,LVA,1919968,24/09/2020,7,,Country_Website
Luxembourg,LU,LUX,613894,24/09/2020,19,1,Country_Website
Netherlands,NL,NLD,17282163,24/09/2020,,125,Other Website
Norway,NO,NOR,5328212,24/09/2020,24,,Country_API
Poland,PL,POL,37972812,24/09/2020,1964,,Country_Website
Portugal,PT,PRT,10276617,24/09/2020,588,85,Country_Website
Romania,RO,ROU,19414458,24/09/2020,,506,Country_Website
Slovakia,SK,SVK,5450421,24/09/2020,141,,JRC
Slovenia,SI,SVN,2080908,24/09/2020,63,13,Country_Github
United Kingdom,UK,GBR,66647112,24/09/2020,1756,,Country_Website
Austria,AT,AUT,8858775,23/09/2020,413,77,Country_Website
Belgium,BE,BEL,11455519,23/09/2020,550,95,Country_Website
Bulgaria,BG,BGR,7000039,23/09/2020,716,31,External_Github
Croatia,HR,HRV,4076246,23/09/2020,278,,Country_Website
Czechia,CZ,CZE,10649800,23/09/2020,670,131,Country_Website
Denmark,DK,DNK,5806081,23/09/2020,78,15,Country_Website
Estonia,EE,EST,1324820,23/09/2020,31,3,Country_API
Finland,FI,FIN,5517919,23/09/2020,22,4,External_Github
France,FR,FRA,67012883,23/09/2020,5913,995,Country_Website
Hungary,HU,HUN,9772756,23/09/2020,558,35,JRC
Ireland,IE,IRL,4904240,23/09/2020,90,17,Country_Website
Italy,IT,ITA,60359546,23/09/2020,2902,244,Country_Github
Latvia,LV,LVA,1919968,23/09/2020,9,,Country_Website
Luxembourg,LU,LUX,613894,23/09/2020,26,3,Country_Website
Netherlands,NL,NLD,17282163,23/09/2020,,118,Other Website
Norway,NO,NOR,5328212,23/09/2020,19,,Country_API
Poland,PL,POL,37972812,23/09/2020,1971,,Country_Website
Portugal,PT,PRT,10276617,23/09/2020,571,77,Country_Website
Romania,RO,ROU,19414458,23/09/2020,,498,Country_Website
Slovakia,SK,SVK,5450421,23/09/2020,143,,JRC
Slovenia,SI,SVN,2080908,23/09/2020,65,10,Country_Github
United Kingdom,UK,GBR,66647112,23/09/2020,1651,,Country_Website
Austria,AT,AUT,8858775,22/09/2020,390,75,Country_Website
Belgium,BE,BEL,11455519,22/09/2020,505,94,Country_Website
Bulgaria,BG,BGR,7000039,22/09/2020,714,33,External_Github
Croatia,HR,HRV,4076246,22/09/2020,278,,Country_Website
Czechia,CZ,CZE,10649800,22/09/2020,628,120,Country_Website
Denmark,DK,DNK,5806081,22/09/2020,79,14,Country_Website
Estonia,EE,EST,1324820,22/09/2020,27,3,Country_API
France,FR,FRA,67012883,22/09/2020,5777,944,Country_Website
Hungary,HU,HUN,9772756,22/09/2020,534,36,JRC
Ireland,IE,IRL,4904240,22/09/2020,94,16,Country_Website
Italy,IT,ITA,60359546,22/09/2020,2843,239,Country_Github
Latvia,LV,LVA,1919968,22/09/2020,10,,Country_Website
Luxembourg,LU,LUX,613894,22/09/2020,23,1,Country_Website
Netherlands,NL,NLD,17282163,22/09/2020,,111,Other Website
Norway,NO,NOR,5328212,22/09/2020,21,,Country_API
Portugal,PT,PRT,10276617,22/09/2020,546,70,Country_Website
Romania,RO,ROU,19414458,22/09/2020,,496,Country_Website
Slovakia,SK,SVK,5450421,22/09/2020,140,,JRC
Slovenia,SI,SVN,2080908,22/09/2020,71,13,Country_Github
United Kingdom,UK,GBR,66647112,22/09/2020,1573,,Country_Website
Austria,AT,AUT,8858775,21/09/2020,364,67,Country_Website
Belgium,BE,BEL,11455519,21/09/2020,490,87,Country_Website
Bulgaria,BG,BGR,7000039,21/09/2020,718,35,External_Github
Croatia,HR,HRV,4076246,21/09/2020,297,,Country_Website
Czechia,CZ,CZE,10649800,21/09/2020,581,115,Country_Website
Denmark,DK,DNK,5806081,21/09/2020,75,12,Country_Website
Estonia,EE,EST,1324820,21/09/2020,32,5,Country_API
Finland,FI,FIN,5517919,21/09/2020,19,2,External_Github
France,FR,FRA,67012883,21/09/2020,5597,912,Country_Website
Hungary,HU,HUN,9772756,21/09/2020,463,35,JRC
Ireland,IE,IRL,4904240,21/09/2020,90,17,Country_Website
Italy,IT,ITA,60359546,21/09/2020,2707,232,Country_Github
Latvia,LV,LVA,1919968,21/09/2020,12,,Country_Website
Luxembourg,LU,LUX,613894,21/09/2020,20,1,Country_Website
Netherlands,NL,NLD,17282163,21/09/2020,,103,Other Website
Norway,NO,NOR,5328212,21/09/2020,23,,Country_API
Poland,PL,POL,37972812,21/09/2020,1979,,Country_Website
Portugal,PT,PRT,10276617,21/09/2020,518,61,Country_Website
Romania,RO,ROU,19414458,21/09/2020,,464,Country_Website
Slovakia,SK,SVK,5450421,21/09/2020,121,,JRC
Slovenia,SI,SVN,2080908,21/09/2020,70,15,Country_Github
United Kingdom,UK,GBR,66647112,21/09/2020,1499,,Country_Website
Austria,AT,AUT,8858775,20/09/2020,341,68,Country_Website
Belgium,BE,BEL,11455519,20/09/2020,432,77,Country_Website
Bulgaria,BG,BGR,7000039,20/09/2020,723,37,External_Github
Croatia,HR,HRV,4076246,20/09/2020,281,,Country_Website
Czechia,CZ,CZE,10649800,20/09/2020,535,110,Country_Website
Denmark,DK,DNK,5806081,20/09/2020,67,9,Country_Website
Estonia,EE,EST,1324820,20/09/2020,22,5,Country_API
France,FR,FRA,67012883,20/09/2020,5356,834,Country_Website
Hungary,HU,HUN,9772756,20/09/2020,404,32,JRC
Ireland,IE,IRL,4904240,20/09/2020,82,16,Country_Website
Italy,IT,ITA,60359546,20/09/2020,2587,222,Country_Github
Latvia,LV,LVA,1919968,20/09/2020,12,,Country_Website
Luxembourg,LU,LUX,613894,20/09/2020,21,1,Country_Website
Netherlands,NL,NLD,17282163,20/09/2020,,94,Other Website
Poland,PL,POL,37972812,20/09/2020,1985,,Country_Website
Portugal,PT,PRT,10276617,20/09/2020,511,63,Country_Website
Romania,RO,ROU,19414458,20/09/2020,,470,Country_Website
Slovakia,SK,SVK,5450421,20/09/2020,120,,JRC
Slovenia,SI,SVN,2080908,20/09/2020,66,13,Country_Github
United Kingdom,UK,GBR,66647112,20/09/2020,1345,,Country_Website
Austria,AT,AUT,8858775,19/09/2020,349,84,Country_Website
Belgium,BE,BEL,11455519,19/09/2020,421,78,Country_Website
Bulgaria,BG,BGR,7000039,19/09/2020,728,34,External_Github
Croatia,HR,HRV,4076246,19/09/2020,288,,Country_Website
Czechia,CZ,CZE,10649800,19/09/2020,503,87,Country_Website
Denmark,DK,DNK,5806081,19/09/2020,62,4,Country_Website
Estonia,EE,EST,1324820,19/09/2020,22,5,Country_API
France,FR,FRA,67012883,19/09/2020,5493,827,Country_Website
Hungary,HU,HUN,9772756,19/09/2020,386,30,JRC
Ireland,IE,IRL,4904240,19/09/2020,74,16,Country_Website
Italy,IT,ITA,60359546,19/09/2020,2595,215,Country_Github
Latvia,LV,LVA,1919968,19/09/2020,8,,Country_Website
Luxembourg,LU,LUX,613894,19/09/2020,22,2,Country_Website
Netherlands,NL,NLD,17282163,19/09/2020,,81,Other Website
Poland,PL,POL,37972812,19/09/2020,1977,,Country_Website
Portugal,PT,PRT,10276617,19/09/2020,497,64,Country_Website
Romania,RO,ROU,19414458,19/09/2020,,461,Country_Website
Slovakia,SK,SVK,5450421,19/09/2020,125,,JRC
Slovenia,SI,SVN,2080908,19/09/2020,67,10,Country_Github
United Kingdom,UK,GBR,66647112,19/09/2020,1247,,Country_Website
Austria,AT,AUT,8858775,18/09/2020,334,62,Country_Website
Belgium,BE,BEL,11455519,18/09/2020,392,78,Country_Website
Bulgaria,BG,BGR,7000039,18/09/2020,744,37,External_Github
Croatia,HR,HRV,4076246,18/09/2020,280,,Country_Website
Czechia,CZ,CZE,10649800,18/09/2020,516,94,Country_Website
Denmark,DK,DNK,5806081,18/09/2020,58,3,Country_Website
Estonia,EE,EST,1324820,18/09/2020,20,4,Country_API
Finland,FI,FIN,5517919,18/09/2020,16,3,External_Github
France,FR,FRA,67012883,18/09/2020,5800,820,Country_Website
Hungary,HU,HUN,9772756,18/09/2020,374,29,JRC
Ireland,IE,IRL,4904240,18/09/2020,80,15,Country_Website
Italy,IT,ITA,60359546,18/09/2020,2595,208,Country_Github
Latvia,LV,LVA,1919968,18/09/2020,7,,Country_Website
Luxembourg,LU,LUX,613894,18/09/2020,16,0,Country_Website
Netherlands,NL,NLD,17282163,18/09/2020,,70,Other Website
Norway,NO,NOR,5328212,18/09/2020,16,,Country_API
Poland,PL,POL,37972812,18/09/2020,1925,,Country_Website
Portugal,PT,PRT,10276617,18/09/2020,465,57,Country_Website
Romania,RO,ROU,19414458,18/09/2020,,447,Country_Website
Slovakia,SK,SVK,5450421,18/09/2020,121,,JRC
Slovenia,SI,SVN,2080908,18/09/2020,67,11,Country_Github
United Kingdom,UK,GBR,66647112,18/09/2020,1171,,Country_Website
Austria,AT,AUT,8858775,17/09/2020,319,55,Country_Website
